video_id,content_type,emotional_manipulation,commercial_signals,child_role,privacy_concern,clickbait_level
DEl6UhjXfbE,storytime,none,none,unclear,none,mild
hSCX0DMZ6FQ,storytime,none,none,unclear,none,mild
Tt0okFOYfpE,storytime,mild,none,protagonist,none,mild
EVA0wnzKp-o,storytime,mild,none,protagonist,none,mild
WqZSKGB24hY,storytime,moderate,none,protagonist,moderate,moderate
97hBYur9tnA,storytime,moderate,none,protagonist,none,moderate
rsYUgoICSZ4,storytime,mild,none,protagonist,none,mild
cBwmI_7Lh6s,storytime,moderate,none,protagonist,none,moderate
fu6NufS4aCk,storytime,moderate,none,protagonist,none,moderate
UVHmLv-BFhU,daily_vlog,mild,none,protagonist,low,mild
YrraKXSnfNM,other,moderate,none,protagonist,moderate,moderate
OvsyeaHKEmo,storytime,mild,none,co_star,low,moderate
dxLOHmi2EcM,storytime,mild,none,unclear,low,mild
rpoKjOgirRQ,storytime,none,none,unclear,low,mild
1KDnV6k7Fj0,storytime,severe,none,protagonist,high,severe
_zTlCJtfwsM,storytime,moderate,none,unclear,low,moderate
eRxfoyYGdBc,storytime,mild,none,co_star,low,mild
DhFRV8vwYeo,daily_vlog,none,brand_mention,co_star,none,mild
Iw7PLw71V4I,travel,none,brand_mention,co_star,none,none
_0dydElyljg,daily_vlog,none,none,protagonist,low,moderate
Ioa1xVdrBRs,daily_vlog,none,none,protagonist,none,moderate
Q9B9CB_u3M0,travel,none,none,protagonist,none,none
MMcqrbailaM,daily_vlog,none,none,protagonist,none,mild
IbNuXpZs_aw,travel,none,none,protagonist,none,none
HzJ3f0oiNj0,daily_vlog,none,none,protagonist,none,none
8PgH6b5q-5o,daily_vlog,none,none,protagonist,none,none
Q2h2n6mDHo0,daily_vlog,none,none,protagonist,none,mild
ZngA0gpvxcA,travel,none,none,protagonist,none,none
X80csZfCpE0,daily_vlog,none,none,protagonist,none,mild
6Ci0O3RADH0,daily_vlog,none,none,protagonist,low,none
1E4PpW5_b60,other,none,none,protagonist,low,moderate
5N7Kyve-pUE,routine,none,none,protagonist,low,mild
Y8irLPZ8Dz0,other,none,none,co_star,none,mild
Iu-0pYFoFEI,daily_vlog,none,none,protagonist,low,mild
4VwzrtIIEXw,cooking,none,none,co_star,none,moderate
xT7Y8sbSFtQ,travel,none,none,protagonist,none,moderate
8RoRKVAD0vo,travel,none,none,protagonist,none,mild
81rrooqXeRU,travel,none,none,protagonist,none,mild
98qbTK4pmVA,travel,none,none,unclear,none,none
-d31VxG46NY,travel,none,none,unclear,none,none
S65AYWveqGI,travel,none,none,unclear,none,none
M_TubUSwcbA,travel,none,none,unclear,none,none
1L1zt_CNcLw,travel,none,none,unclear,none,none
WplOMgVK9y4,travel,none,none,unclear,none,none
hsIIHZmADKg,daily_vlog,none,none,co_star,none,mild
TUL_wdqXyHQ,daily_vlog,none,none,co_star,none,mild
pVmftLtsGkE,other,none,other,unclear,none,mild
T-ptzI9grNE,cooking,none,none,unclear,none,mild
9gGkSj3Kcl4,travel,none,none,co_star,none,mild
WlxY5TwFrDU,daily_vlog,none,none,unclear,none,mild
OlsDphsNSIY,daily_vlog,none,none,unclear,none,mild
PVg8HJM254A,daily_vlog,none,none,unclear,none,moderate
hPNigA-eem0,daily_vlog,none,none,unclear,none,mild
1mJGzSl5rcc,cooking,none,none,protagonist,none,mild
7QHC-yRomS0,cooking,none,none,unclear,none,moderate
j601-Sw54GA,cooking,none,none,unclear,none,mild
Csa3GuaGKT8,travel,none,none,unclear,none,mild
56ET2WCLIo8,travel,none,none,unclear,none,none
jhRtcgPaAwU,educational,none,none,protagonist,none,moderate
-o_j_I2Q5zU,daily_vlog,none,none,unclear,none,mild
jFbvebSkcn0,daily_vlog,none,none,unclear,none,mild
FyzKEAVVXXw,daily_vlog,none,none,unclear,none,none
AJhvKw92LMo,daily_vlog,none,none,unclear,none,mild
V4Yq4GAQ2R4,daily_vlog,none,none,unclear,none,mild
-3jQDi6MjZ4,daily_vlog,none,none,unclear,none,mild
XkBZdOw1CjU,daily_vlog,none,none,unclear,none,mild
xbxhQmzIcFk,daily_vlog,none,none,unclear,none,mild
tsDhHnAMjCs,daily_vlog,moderate,none,protagonist,none,severe
xG3rvejPlVE,storytime,moderate,none,unclear,none,mild
mSBtlKFe6GA,travel,none,none,co_star,none,mild
T0I3KybjJ78,travel,none,none,unclear,none,moderate
Q4m0dSqysFA,daily_vlog,none,none,co_star,none,mild
85_DLghV5ls,travel,none,none,co_star,none,mild
DykhHpsZK-c,travel,none,none,co_star,none,mild
1Iq3lrUGhKE,travel,none,none,protagonist,none,none
U0kIC0bZB9Y,travel,none,none,co_star,none,mild
HTZVOXRUoEo,travel,none,none,protagonist,none,mild
bnxbIsGGfjE,travel,none,none,co_star,none,mild
x43ov0fs0-k,travel,none,none,protagonist,none,mild
XOwakHZQZk8,travel,none,none,co_star,none,mild
5VV1quJ231k,travel,none,none,co_star,none,mild
vai_YeHOLXc,travel,none,none,co_star,none,mild
cLygiynkipY,travel,none,none,co_star,none,mild
hYugr6LmP8s,daily_vlog,moderate,none,co_star,moderate,moderate
Yd3_S5ITj4s,storytime,none,none,unclear,none,none
UfIy-QY3etc,daily_vlog,none,none,unclear,none,mild
WWqaWsANsGE,travel,none,none,co_star,none,mild
FGUu18EAnSQ,daily_vlog,none,none,co_star,none,mild
T-VBXqP1jE0,reaction,none,none,protagonist,none,mild
0JKzddh-gg8,travel,none,none,protagonist,low,mild
dTt9NSmeJ5I,daily_vlog,none,brand_mention,protagonist,low,moderate
loEVjfLjKm0,daily_vlog,none,none,protagonist,low,mild
URA8U2VCm2o,daily_vlog,none,none,protagonist,low,mild
oKux7VpntZA,daily_vlog,none,none,protagonist,low,mild
94KOneSr8QM,routine,none,none,protagonist,low,mild
ihEqHljd430,daily_vlog,none,none,protagonist,low,mild
nkaxvpIJgRc,travel,none,none,protagonist,low,mild
YIhWUchEcZc,daily_vlog,none,none,protagonist,low,mild
RB9qPSnjGEo,travel,none,none,protagonist,low,mild
Rhv0JPViO1s,travel,none,none,co_star,none,none
myyFVVNVLaM,daily_vlog,moderate,none,unclear,moderate,moderate
1_ad6JD3Lw4,other,none,none,protagonist,none,mild
oXPSYShd07E,storytime,none,none,protagonist,none,none
h8qUZMy0lK0,daily_vlog,moderate,none,protagonist,moderate,moderate
P6U9PYFVh80,daily_vlog,none,none,protagonist,none,mild
i1zve0LNwYE,daily_vlog,none,none,co_star,none,none
79X_eQcyNNs,daily_vlog,none,none,protagonist,none,mild
GsIop0v26vM,daily_vlog,none,none,co_star,none,moderate
YQAd7g4mv4o,daily_vlog,none,none,protagonist,none,mild
n_QjCCnYyek,challenge,none,none,unclear,none,none
5pyQ3JJteV4,daily_vlog,none,none,unclear,none,none
N_j2WBB0Yy4,other,none,none,unclear,none,mild
AXMpoVgbiTU,challenge,none,none,unclear,none,none
u46brjCgwEk,daily_vlog,none,none,unclear,none,none
ev4APwBbpok,travel,none,brand_mention,unclear,none,none
5jIFKYTKqd0,daily_vlog,none,brand_mention,unclear,none,none
-hy2DkBPusU,daily_vlog,none,none,unclear,none,moderate
RlcPPeHYCW0,daily_vlog,none,none,protagonist,none,none
3aHFTRw9V9s,daily_vlog,none,none,protagonist,none,none
bqLRiUHdM10,educational,none,none,unclear,none,none
VS5ZdQWrSMI,travel,none,none,protagonist,none,mild
rEltjx3PgWs,daily_vlog,none,brand_mention,co_star,none,none
NJouo4G03Ak,daily_vlog,moderate,none,unclear,none,severe
MrAzHJEhv6o,toy_review,none,brand_mention,unclear,none,moderate
DvSM90MZBgI,routine,none,none,protagonist,none,none
330ncdNYTsc,storytime,none,none,unclear,none,mild
u5Cg5Tg2yD0,daily_vlog,none,none,protagonist,moderate,mild
HeGDeE8NrEM,daily_vlog,none,brand_mention,co_star,none,mild
0W714gEBoVM,daily_vlog,none,none,protagonist,moderate,mild
spOv-Ohiceo,daily_vlog,none,none,protagonist,low,mild
t4e8BzNXqMo,daily_vlog,none,none,protagonist,low,mild
L2PGtE4uSME,daily_vlog,none,none,protagonist,low,mild
8dcxJ3qZyHc,daily_vlog,none,none,protagonist,none,mild
n5N7pl0nO9A,daily_vlog,none,none,protagonist,low,mild
tCui9y5zHyA,daily_vlog,mild,none,co_star,low,moderate
TSxOsF6EPhg,daily_vlog,none,none,protagonist,low,mild
QaKHNWAyxEs,prank,none,brand_mention,protagonist,none,mild
6jaytbsp79k,daily_vlog,none,none,protagonist,low,mild
tp4ZJOZlwHQ,daily_vlog,none,none,protagonist,none,mild
52K1iagb5jY,other,none,none,unclear,none,mild
S6VTZXN0dA8,daily_vlog,none,brand_mention,unclear,none,mild
naYLr89a-tA,daily_vlog,none,none,protagonist,none,none
MgPWLeDNOyQ,daily_vlog,none,none,unclear,none,mild
XusJ1qrnqPU,daily_vlog,none,none,unclear,none,mild
V5yQfC9QqI8,daily_vlog,none,none,co_star,none,mild
QRDJ8Ftxo8I,daily_vlog,none,none,co_star,none,none
uzF9fU-FFW4,daily_vlog,none,none,unclear,none,none
VTHhprZ_hwM,other,none,none,unclear,none,moderate
yLtTH5h4snU,music_dance,none,none,unclear,none,none
bkVjo4pqbEE,daily_vlog,none,none,co_star,low,none
bD9Pa7ZuXDM,daily_vlog,none,none,protagonist,low,mild
McmW36hgL5I,daily_vlog,mild,none,protagonist,low,mild
qJQ43WmSE4U,daily_vlog,none,none,co_star,low,none
ozswgsyVmMs,daily_vlog,none,none,protagonist,low,none
bsmpNhttYqU,daily_vlog,mild,none,protagonist,low,moderate
wxRmo3VFXEM,daily_vlog,mild,none,unclear,moderate,mild
aaDUqlf-_uE,daily_vlog,mild,none,unclear,low,moderate
PFKMTufQ384,daily_vlog,none,none,co_star,low,mild
M2RHNF3C7dU,daily_vlog,none,none,co_star,low,none
tqX973Wjiu0,daily_vlog,mild,none,unclear,low,mild
mH8Wt3-tKbA,other,none,brand_mention,unclear,none,mild
m8MzthLCT7M,daily_vlog,none,none,unclear,none,none
QESOetRQDUg,daily_vlog,none,none,unclear,none,none
KU6fT8BibqY,daily_vlog,none,none,unclear,none,none
tHzt0Gm3IHs,daily_vlog,none,none,unclear,none,mild
5SRjFqY0rVY,travel,none,none,unclear,none,none
3uJOtbFG97I,daily_vlog,none,none,unclear,none,mild
jq9J5Ku9haE,daily_vlog,mild,none,unclear,low,mild
82UMarhx7ws,other,mild,none,protagonist,low,mild
nG3oIxWy4dA,daily_vlog,none,none,protagonist,low,mild
WAVUDJvqYOY,daily_vlog,none,none,unclear,none,none
Klp0WSBZksg,daily_vlog,none,none,unclear,none,mild
BqZi0V_ggb4,daily_vlog,none,none,unclear,low,mild
s7VSRWBeWKw,daily_vlog,none,none,unclear,low,mild
AxOs2wubcLA,daily_vlog,none,none,unclear,none,mild
4oKnxarCcCc,daily_vlog,none,none,protagonist,low,none
WYK9fLXP3HE,educational,none,none,co_star,low,none
p6H-9BH8kSI,daily_vlog,none,none,unclear,none,moderate
ZyfBKf0vMJk,toy_review,none,brand_mention,unclear,none,none
hD2dcns5zYQ,daily_vlog,none,none,protagonist,none,none
Pd7s_S2WeCw,daily_vlog,none,none,co_star,none,none
zobwlCgG4hY,daily_vlog,mild,none,unclear,none,mild
LDqJC-c4jHg,cooking,none,none,protagonist,none,none
N4z8G5KT7yM,daily_vlog,mild,none,unclear,none,mild
LCqtP67dT_k,daily_vlog,none,none,cameo,none,none
JkSvARVUSjc,daily_vlog,mild,none,unclear,none,mild
1XcrcclbvpE,daily_vlog,none,none,co_star,none,none
OcZdS9ryqtA,daily_vlog,mild,none,unclear,none,mild
U_cIMg80Yj0,travel,none,none,co_star,none,none
7Q7DqQ-yCso,daily_vlog,none,none,co_star,none,mild
iRdDblUk5E8,daily_vlog,none,none,unclear,none,mild
hvYmCQhQUVM,daily_vlog,none,none,unclear,none,moderate
hepubVrG7Tk,daily_vlog,none,none,unclear,none,mild
TYvNDkFar6w,daily_vlog,none,none,co_star,none,none
LdvprKHvAQk,daily_vlog,none,none,co_star,none,mild
BhW0BBQciaA,daily_vlog,none,none,unclear,none,none
EaagF_E9kUw,daily_vlog,none,none,unclear,none,none
nto8th-4ZNk,daily_vlog,none,none,unclear,none,none
eK86GZ4csfk,daily_vlog,none,none,unclear,none,mild
MlVPwCt8mVQ,family vlog,none,none,featured,mild,mild
d4UHeXVnOMw,family vlog,none,none,featured,mild,moderate
Zt1US9k7piw,family vlog,none,none,featured,mild,mild
LGNgy5LRnto,family vlog,none,none,featured,mild,high
-vevCCsgduo,family vlog,none,none,featured,mild,moderate
4OLjELr8iMA,family vlog,none,none,featured,mild,mild
rNL81LhlMaw,family vlog,none,none,featured,mild,mild
_Pc8oVIYgTc,family vlog,none,none,featured,mild,moderate
btxAdc6cuP8,family vlog,none,none,featured,mild,moderate
FIfQHcQvk2A,family vlog,none,none,featured,mild,mild
ycTMTzMRu04,vlog,low,no,featured,low,low
eXEEaxcsEwI,vlog,low,no,featured,low,low
YysWX312ehc,vlog,low,no,featured,low,low
9unWK2t1cCI,vlog,low,no,featured,low,low
-KY7Ciq2KM0,vlog,low,no,featured,low,low
ptgOludRWDM,vlog,low,no,featured,low,low
JNpo1rjT87g,vlog,low,no,not_applicable,not_applicable,low
2SCx0SkIcCg,vlog,low,no,featured,low,low
IkRC5VPCaSs,vlog,low,no,not_applicable,low,medium
vo0HuTabxU4,vlog,low,no,not_applicable,low,low
p-azOGlwiDw,unboxing,none,direct_promotion,not_applicable,none,high
paUN3ksMvA0,challenge,none,product_placement,featured,none,medium
PQB8faNNVog,gaming,none,none,not_applicable,none,high
Ptx622f1Kf8,vlog,none,none,featured,none,low
wEj_O8lzM7s,vlog,none,none,featured,none,medium
zQaOo_Raitg,vlog,none,none,featured,none,medium
H3bmIAdNDGE,prank,none,none,featured,none,medium
rE3p71Etjzc,prank,positive,none,featured,none,medium
jLQsFXImwOA,vlog,none,none,featured,none,low
9k8e9rJVjTU,prank,positive,none,featured,none,high
vx-SHI-DtV8,challenge,none,none,featured,none,mild
1oSAnQpdd8g,vlog,implied,none,featured,none,moderate
qljJ1xyJ_2w,review,none,none,not_applicable,none,mild
9tz_jKoMIV8,storytime,implied,none,featured,none,moderate
_cqJPOkEfHI,unboxing,none,none,featured,none,moderate
xW7dnaIW-N0,shopping,none,none,featured,none,mild
QkFrlBIB6z0,vlog,none,none,featured,none,mild
6bMpnmcLc_w,unboxing,none,none,featured,none,moderate
4q2aP9o60xU,makeover,none,none,featured,none,mild
-6zXRYkUwKA,prank,none,none,featured,none,mild
hOU5e-N91Yk,vlog,low,no,featured,medium,medium
QUNsf11G5Gk,vlog,low,no,not_applicable,low,medium
lJzJDP4rPo0,vlog,low,no,not_applicable,low,low
srnurTWv_w0,vlog,medium,no,not_applicable,low,high
EuQimdAEC2k,vlog,low,no,not_applicable,low,medium
4mFFBmajZ1Q,vlog,low,no,featured,medium,medium
Odc95kEYyns,vlog,low,no,not_applicable,low,medium
IcukYrV_ot8,vlog,low,no,not_applicable,low,low
zerporSNHa8,vlog,low,no,not_applicable,low,medium
-2jP7_adNy8,vlog,low,no,not_applicable,low,medium
S7Uu54VCxjw,unboxing_haul_challenge,none,none,not_applicable,none,mild
NQvpUdS0jdk,vlog,none,none,not_applicable,none,mild
AoVXbVhIdOk,vlog,none,none,not_applicable,none,mild
kjEcxgTH8-E,prank,mild,none,not_applicable,none,high
fB0m2_iqToQ,beauty_fashion,none,none,not_applicable,none,none
xiNShtVWHo8,vlog,none,none,not_applicable,none,mild
IYw1aCXrGOM,unboxing_haul_challenge,none,none,not_applicable,none,mild
WiSLx6SOpL0,vlog,none,none,not_applicable,none,mild
Dykwp8UrQjA,vlog,none,none,not_applicable,none,mild
ee-6KffMBrU,unboxing_haul_challenge,none,none,not_applicable,none,mild
xaW2mWgKhYY,challenge,low,low,not_applicable,low,medium
WBT9EFgKCA8,haul,low,high,not_applicable,low,low
9909TdmoG7U,vlog,low,low,not_applicable,low,medium
uxssCS7yVAw,storytime,medium,low,not_applicable,medium,high
8MJVAeTTMBs,vlog,low,low,not_applicable,low,medium
fQvHFyWgWYY,challenge,low,low,not_applicable,low,medium
x3mpDrbbjkU,challenge,low,low,not_applicable,low,medium
N2PycHf22Xs,vlog,medium,low,not_applicable,low,high
iV1iA_7vYt8,behind_the_scenes,low,low,not_applicable,low,low
o03EqNKQPQ0,unboxing,low,medium,not_applicable,low,medium
kub17UN5Mps,family_vlog,not_applicable,no_commercial_content,main_subject,minimal,low
7hDWGkWIjmo,vlog,not_applicable,no_commercial_content,not_applicable,minimal,low
mjctZfq8uKc,vlog,emotional_appeal,no_commercial_content,not_applicable,minimal,medium
rGlzQU9abmU,vlog,not_applicable,no_commercial_content,not_applicable,minimal,medium
ZO-_tCaOsZw,challenge,not_applicable,no_commercial_content,not_applicable,minimal,medium
6p03QvrIE9A,vlog,not_applicable,no_commercial_content,not_applicable,minimal,high
b1RvsGmBj5U,family_vlog,not_applicable,no_commercial_content,not_applicable,minimal,low
U9fsnCustOA,vlog,not_applicable,no_commercial_content,not_applicable,minimal,medium
rTtGcQuOafk,vlog,not_applicable,no_commercial_content,not_applicable,minimal,medium
fqqgEZAdwcc,vlog,emotional_appeal,no_commercial_content,not_applicable,minimal,medium
7UkDAmj5efw,vlog,low,no_commercial_content,not_applicable,low,medium
gp6YOK3On6Q,vlog,low,no_commercial_content,not_applicable,low,medium
DposaJ3XK5Q,vlog,low,no_commercial_content,not_applicable,low,low
IyIFjHPE9XM,vlog,low,no_commercial_content,not_applicable,low,low
eMWSVdcTILU,vlog,low,no_commercial_content,not_applicable,low,medium
zRYio-OyyFE,vlog,low,no_commercial_content,not_applicable,low,low
N2_5n6HAIuw,vlog,low,no_commercial_content,not_applicable,low,medium
Zkuothr255Q,entertainment,low,no_commercial_content,main_subject,low,medium
2f97RxGKNmc,entertainment,low,no_commercial_content,main_subject,low,medium
Ehd5075QVsE,entertainment,low,no_commercial_content,main_subject,low,medium
RyC99koSwXI,unboxing_and_hauls,sensational,no_commercial_signals,main_protagonist,no_privacy_concern,high
XXXZqxCnuf8,challenge,sensational,no_commercial_signals,main_protagonist,no_privacy_concern,high
zAmyFOk_kqg,diy_crafts_hacks,sensational,no_commercial_signals,main_protagonist,no_privacy_concern,high
H4IA6CFQmU0,gaming,no_emotional_manipulation,no_commercial_signals,main_protagonist,no_privacy_concern,low
mvIoz4DMnLs,challenge,sensational,no_commercial_signals,main_protagonist,no_privacy_concern,medium
_1uBOP-x4QI,challenge,sensational,no_commercial_signals,main_protagonist,no_privacy_concern,medium
7FpZ66No9wI,unboxing_and_hauls,sensational,no_commercial_signals,main_protagonist,no_privacy_concern,high
WFwJ0a3ztpE,educational_and_learning,sensational,no_commercial_signals,main_protagonist,no_privacy_concern,medium
o0V9fKsEuag,challenge,sensational,no_commercial_signals,main_protagonist,no_privacy_concern,medium
sE9uzwgaKVs,challenge,no_emotional_manipulation,no_commercial_signals,main_protagonist,no_privacy_concern,low
r9MxMw_1NWQ,gaming,none,none,protagonist,none,none
X0sbjd8bH78,challenge,none,none,protagonist,none,mild
4ESbBtPtweo,other,none,none,protagonist,none,moderate
x__SgsQ-NR0,challenge,none,none,protagonist,none,none
mVDoMlNPYRA,storytime,none,none,protagonist,none,none
TFdRt3IhHC4,travel,none,none,protagonist,none,none
U759gopVtMA,other,none,none,protagonist,none,moderate
PImDn3leRx0,toy_review,none,none,protagonist,none,moderate
-fwbBCLmEJE,daily_vlog,none,brand_mention,protagonist,none,mild
Ks-MlVDf4bM,daily_vlog,none,none,protagonist,none,none
D7qP3Fk7qv8,challenge,none,none,protagonist,none,mild
Anuqe7mOQ7w,educational,none,none,protagonist,none,mild
EtDNGZBCqRI,challenge,none,none,protagonist,none,mild
606Gy8l_rJQ,daily_vlog,none,none,protagonist,none,mild
na3jU4_BA3A,educational,none,none,protagonist,none,none
QsSB9vuEug4,toy_review,none,brand_mention,protagonist,none,mild
uym40ts0ED8,unboxing,none,none,protagonist,none,mild
7fPmKPZD_-M,educational,none,none,protagonist,none,mild
g7viLM8-R-8,daily_vlog,none,brand_mention,protagonist,none,mild
x610RKakejY,toy_review,none,brand_mention,protagonist,none,none
RG_ArFJuCO0,daily_vlog,none,none,protagonist,low,none
uygp3fTRgKk,daily_vlog,none,none,protagonist,low,mild
XCv1RxEkAwI,daily_vlog,none,none,protagonist,low,mild
mirwPV0LPJc,daily_vlog,none,none,protagonist,low,mild
NwGk1wwFrnk,daily_vlog,none,none,protagonist,low,mild
D019wgAbho8,educational,none,none,protagonist,low,none
XSEfNySrMeU,challenge,none,none,unclear,none,mild
wZH-SHl3tAg,daily_vlog,none,none,protagonist,low,none
1XqP3nxh63A,challenge,none,none,protagonist,low,none
8W9lPNpW7_s,travel,none,none,protagonist,low,mild
SoAFigs0K4k,travel,none,none,protagonist,none,mild
ULvofKOw8Tw,educational,none,none,unclear,none,none
j3VN9oeDWNU,travel,none,none,protagonist,none,mild
DpC9mFhbxoo,travel,none,none,protagonist,none,mild
YMGK4S-MG3U,other,none,none,protagonist,none,none
hCe-Q1IXJ_A,travel,none,none,protagonist,none,none
YAtaQeslTgg,other,none,none,protagonist,none,none
4AfnEIrOW-w,educational,none,none,unclear,none,none
jPW8VY0TgY8,educational,none,none,unclear,none,none
Z5EwwVLE6DM,music_dance,none,none,unclear,none,none
IE1yYiKIrS4,other,none,none,unclear,none,mild
